#filename=DijkstraOut.txt; MRatio=1; NumberOfRuns=10
4	0.00012
14	0.00036
24	0.00237
34	0.00229
44	0.00238
54	0.00671
64	0.00836
74	0.02587
84	0.01916
94	0.03113
104	0.03936
114	0.03343
124	0.05382
134	0.08150
144	0.04292
154	0.07684
164	0.07635
174	0.05797
184	0.10222
194	0.10615
204	0.08495
214	0.12792
224	0.15586
234	0.13486
244	0.11991
254	0.19751
264	0.18820
274	0.28992
284	0.20827
294	0.24914
304	0.24585
314	0.31200
324	0.29504
334	0.33308
344	0.43645
354	0.35883
364	0.36827
374	0.37427
384	0.40074
394	0.25009
404	0.52639
414	0.42471
424	0.45645
434	0.40386
444	0.42360
454	0.65589
464	0.77904
474	0.84008
484	0.60891
494	0.65850
