#filename=Lee2WavesOut.txt; MRatio=1; NumberOfRuns=10
4	0.00001
14	0.00010
24	0.00033
34	0.00650
44	0.00358
54	0.00121
64	0.00447
74	0.00564
84	0.01067
94	0.01297
104	0.01328
114	0.02334
124	0.01443
134	0.03286
144	0.03881
154	0.01841
164	0.03339
174	0.09718
184	0.03239
194	0.06263
204	0.09077
214	0.09752
224	0.08947
234	0.14096
244	0.12998
254	0.12232
264	0.11063
274	0.14352
284	0.14486
294	0.23031
304	0.14581
314	0.17991
324	0.25489
334	0.22341
344	0.34533
354	0.33297
364	0.31801
374	0.23907
384	0.59759
394	0.60441
404	0.30769
414	0.60702
424	0.58957
434	0.60149
444	0.79665
454	0.61943
464	0.43785
474	1.15783
484	1.06588
494	0.77422
